,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
2080,99,Repatriated travellers,Voyageurs rapatriés,23-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2081,1,Canada,Canada,23-07-2020,112659,13,8874.0,112672,3697322.0,98519.0,87.44,98361.0,432,0.38,299.75,23.61,4.0,7.88,37544.0,377.0,4.69,5279.0,14.04,5868.0,15.61,125.0,0.33,487.0,1.3,7.0,0.02
2082,59,British Columbia,Colombie-Britannique,24-07-2020,3419,0,191.0,3419,209472.0,2934.0,85.81,41305.0,27,0.8,67.42,3.77,1.0,5.59,2572.0,36.0,8.6,294.0,5.8,366.0,7.22,4.0,0.08,32.0,0.62,0.0,0.01
2083,48,Alberta,Alberta,24-07-2020,10086,0,178.0,10086,527149.0,8567.0,84.94,120593.0,111,1.11,230.73,4.07,2.0,1.76,6427.0,61.0,13.3,1341.0,30.68,1490.0,34.09,18.0,0.41,124.0,2.83,2.0,0.04
2084,47,Saskatchewan,Saskatchewan,24-07-2020,1099,0,16.0,1099,76315.0,848.0,77.16,64979.0,27,2.52,93.57,1.36,0.0,1.46,1326.0,10.0,21.38,235.0,20.01,284.0,24.18,1.0,0.09,23.0,1.98,0.0,0.01
2085,46,Manitoba,Manitoba,24-07-2020,371,13,7.0,384,79194.0,319.0,83.07,57828.0,9,2.4,28.04,0.51,0.0,1.82,1389.0,0.0,15.1,58.0,4.24,59.0,4.31,0.0,0.0,7.0,0.5,0.0,0.0
2086,35,Ontario,Ontario,24-07-2020,38405,0,2758.0,38405,1923881.0,34100.0,88.79,132075.0,195,0.51,263.65,18.93,3.0,7.18,27867.0,137.0,4.03,1547.0,10.62,1941.0,13.33,48.0,0.33,162.0,1.11,2.0,0.01
2087,24,Quebec,Québec,24-07-2020,58243,0,5663.0,58243,747110.0,50615.0,86.9,88051.0,163,0.28,686.43,66.74,1.0,9.72,-20682.0,110.0,3.37,1965.0,23.16,1927.0,22.71,51.0,0.6,157.0,1.85,2.0,0.03
2088,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-07-2020,265,0,3.0,265,23254.0,259.0,97.74,44587.0,1,0.38,50.81,0.58,0.0,1.13,271.0,0.0,1.13,3.0,0.58,3.0,0.58,0.0,0.0,0.0,0.08,0.0,0.0
2089,13,New Brunswick,Nouveau-Brunswick,24-07-2020,170,0,2.0,170,44480.0,165.0,97.06,57259.0,0,0.0,21.88,0.26,0.0,1.18,333.0,0.0,1.76,3.0,0.39,4.0,0.51,0.0,0.0,0.0,0.04,0.0,0.0
2090,12,Nova Scotia,Nouvelle-Écosse,24-07-2020,1067,0,63.0,1067,62752.0,1003.0,94.0,64600.0,0,0.0,109.84,6.49,0.0,5.9,387.0,0.0,0.09,1.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2091,11,Prince Edward Island,Île-du-Prince-Édouard,24-07-2020,36,0,0.0,36,18276.0,34.0,94.44,116447.0,0,0.0,22.94,0.0,0.0,0.0,238.0,0.0,5.56,2.0,1.27,3.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0
2092,60,Yukon,Yukon,24-07-2020,14,0,0.0,14,1488.0,11.0,78.57,36422.0,1,7.69,34.27,0.0,0.0,0.0,19.0,0.0,21.43,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.35,0.0,0.0
2093,61,Northwest Territories,Territoires du Nord-Ouest,24-07-2020,5,0,0.0,5,2740.0,5.0,100.0,61125.0,0,0.0,11.15,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,62,Nunavut,Nunavut,24-07-2020,0,0,0.0,0,1296.0,0.0,,33419.0,0,0.0,0.0,0.0,0.0,,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,99,Repatriated travellers,Voyageurs rapatriés,24-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2096,1,Canada,Canada,24-07-2020,113193,13,8881.0,113206,3717483.0,98873.0,87.34,98897.0,534,0.47,301.17,23.63,7.0,7.84,20161.0,354.0,4.82,5452.0,14.5,6081.0,16.18,122.0,0.32,505.0,1.34,6.0,0.02
2097,59,British Columbia,Colombie-Britannique,25-07-2020,3419,0,191.0,3419,211792.0,2934.0,85.81,41763.0,0,0.0,67.42,3.77,0.0,5.59,2320.0,0.0,8.6,294.0,5.8,366.0,7.22,4.0,0.08,32.0,0.62,0.0,0.01
2098,48,Alberta,Alberta,25-07-2020,10086,0,178.0,10086,527149.0,8567.0,84.94,120593.0,0,0.0,230.73,4.07,0.0,1.76,0.0,0.0,13.3,1341.0,30.68,1490.0,34.09,18.0,0.41,124.0,2.83,2.0,0.04
2099,47,Saskatchewan,Saskatchewan,25-07-2020,1136,0,16.0,1136,77846.0,862.0,75.88,66282.0,37,3.37,96.73,1.36,0.0,1.41,1531.0,14.0,22.71,258.0,21.97,321.0,27.33,1.0,0.09,28.0,2.37,0.0,0.01
2100,46,Manitoba,Manitoba,25-07-2020,375,13,7.0,388,79194.0,319.0,82.22,57828.0,4,1.04,28.33,0.51,0.0,1.8,0.0,0.0,15.98,62.0,4.53,63.0,4.6,0.0,0.0,7.0,0.53,0.0,0.0
2101,35,Ontario,Ontario,25-07-2020,38543,0,2759.0,38543,1952807.0,34240.0,88.84,134061.0,138,0.36,264.6,18.94,1.0,7.16,28926.0,140.0,4.01,1544.0,10.6,1949.0,13.38,43.0,0.3,158.0,1.08,2.0,0.01
2102,24,Quebec,Québec,25-07-2020,58414,0,5666.0,58414,757813.0,50703.0,86.8,89312.0,171,0.29,688.44,66.78,3.0,9.7,10703.0,88.0,3.5,2045.0,24.1,2007.0,23.65,46.0,0.54,159.0,1.88,2.0,0.02
2103,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-07-2020,265,0,3.0,265,23361.0,259.0,97.74,44792.0,0,0.0,50.81,0.58,0.0,1.13,107.0,0.0,1.13,3.0,0.58,3.0,0.58,0.0,0.0,0.0,0.08,0.0,0.0
2104,13,New Brunswick,Nouveau-Brunswick,25-07-2020,170,0,2.0,170,44808.0,165.0,97.06,57681.0,0,0.0,21.88,0.26,0.0,1.18,328.0,0.0,1.76,3.0,0.39,4.0,0.51,0.0,0.0,0.0,0.04,0.0,0.0
2105,12,Nova Scotia,Nouvelle-Écosse,25-07-2020,1067,0,63.0,1067,63040.0,1003.0,94.0,64896.0,0,0.0,109.84,6.49,0.0,5.9,288.0,0.0,0.09,1.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2106,11,Prince Edward Island,Île-du-Prince-Édouard,25-07-2020,36,0,0.0,36,18517.0,34.0,94.44,117983.0,0,0.0,22.94,0.0,0.0,0.0,241.0,0.0,5.56,2.0,1.27,3.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0
2107,60,Yukon,Yukon,25-07-2020,14,0,0.0,14,1488.0,11.0,78.57,36422.0,0,0.0,34.27,0.0,0.0,0.0,0.0,0.0,21.43,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.35,0.0,0.0
2108,61,Northwest Territories,Territoires du Nord-Ouest,25-07-2020,5,0,0.0,5,2740.0,5.0,100.0,61125.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,62,Nunavut,Nunavut,25-07-2020,0,0,0.0,0,1296.0,0.0,,33419.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,99,Repatriated travellers,Voyageurs rapatriés,25-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2111,1,Canada,Canada,25-07-2020,113543,13,8885.0,113556,3761927.0,99115.0,87.28,100080.0,350,0.31,302.1,23.64,4.0,7.82,44444.0,242.0,4.89,5556.0,14.78,6210.0,16.52,112.0,0.3,508.0,1.35,5.0,0.01
2112,59,British Columbia,Colombie-Britannique,26-07-2020,3419,0,191.0,3419,213925.0,2934.0,85.81,42183.0,0,0.0,67.42,3.77,0.0,5.59,2133.0,0.0,8.6,294.0,5.8,366.0,7.22,4.0,0.08,32.0,0.62,0.0,0.01
2113,48,Alberta,Alberta,26-07-2020,10086,0,178.0,10086,527149.0,8567.0,84.94,120593.0,0,0.0,230.73,4.07,0.0,1.76,0.0,0.0,13.3,1341.0,30.68,1490.0,34.09,18.0,0.41,124.0,2.83,2.0,0.04
2114,47,Saskatchewan,Saskatchewan,26-07-2020,1178,0,16.0,1178,79038.0,873.0,74.11,67297.0,42,3.7,100.3,1.36,0.0,1.36,1192.0,11.0,24.53,289.0,24.61,363.0,30.91,1.0,0.09,34.0,2.86,0.0,0.01
2115,46,Manitoba,Manitoba,26-07-2020,381,13,7.0,394,79194.0,319.0,80.96,57828.0,6,1.55,28.77,0.51,0.0,1.78,0.0,0.0,17.26,68.0,4.97,69.0,5.04,0.0,0.0,7.0,0.53,0.0,0.0
2116,35,Ontario,Ontario,26-07-2020,38680,0,2763.0,38680,1978097.0,34359.0,88.83,135797.0,137,0.36,265.54,18.97,4.0,7.14,25290.0,119.0,4.03,1558.0,10.7,1957.0,13.43,44.0,0.3,154.0,1.06,2.0,0.01
2117,24,Quebec,Québec,26-07-2020,58583,0,5667.0,58583,768346.0,50812.0,86.74,90554.0,169,0.29,690.43,66.79,1.0,9.67,10533.0,109.0,3.59,2104.0,24.8,2062.0,24.3,40.0,0.47,160.0,1.88,2.0,0.02
2118,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-07-2020,266,0,3.0,266,23657.0,259.0,97.37,45360.0,1,0.38,51.0,0.58,0.0,1.13,296.0,0.0,1.5,4.0,0.77,4.0,0.77,0.0,0.0,1.0,0.11,0.0,0.0
2119,13,New Brunswick,Nouveau-Brunswick,26-07-2020,170,0,2.0,170,44953.0,165.0,97.06,57867.0,0,0.0,21.88,0.26,0.0,1.18,145.0,0.0,1.76,3.0,0.39,4.0,0.51,0.0,0.0,0.0,0.02,0.0,0.0
2120,12,Nova Scotia,Nouvelle-Écosse,26-07-2020,1067,0,63.0,1067,63313.0,1004.0,94.1,65177.0,0,0.0,109.84,6.49,0.0,5.9,273.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2121,11,Prince Edward Island,Île-du-Prince-Édouard,26-07-2020,36,0,0.0,36,18671.0,34.0,94.44,118964.0,0,0.0,22.94,0.0,0.0,0.0,154.0,0.0,5.56,2.0,1.27,2.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0
2122,60,Yukon,Yukon,26-07-2020,14,0,0.0,14,1488.0,11.0,78.57,36422.0,0,0.0,34.27,0.0,0.0,0.0,0.0,0.0,21.43,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.35,0.0,0.0
2123,61,Northwest Territories,Territoires du Nord-Ouest,26-07-2020,5,0,0.0,5,2740.0,5.0,100.0,61125.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,62,Nunavut,Nunavut,26-07-2020,0,0,0.0,0,1303.0,0.0,,33600.0,0,0.0,0.0,0.0,0.0,,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,99,Repatriated travellers,Voyageurs rapatriés,26-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2126,1,Canada,Canada,26-07-2020,113898,13,8890.0,113911,3801950.0,99355.0,87.22,101145.0,355,0.31,303.04,23.65,5.0,7.8,40023.0,240.0,4.97,5666.0,15.07,6321.0,16.82,107.0,0.28,510.0,1.36,5.0,0.01
2127,59,British Columbia,Colombie-Britannique,27-07-2020,3500,0,193.0,3500,216077.0,3043.0,86.94,42608.0,81,2.37,69.02,3.81,2.0,5.51,2152.0,109.0,7.54,264.0,5.21,385.0,7.59,4.0,0.08,29.0,0.56,1.0,0.01
2128,48,Alberta,Alberta,27-07-2020,10390,0,186.0,10390,547785.0,8774.0,84.45,125314.0,304,3.01,237.69,4.26,8.0,1.79,20636.0,207.0,13.76,1430.0,32.71,1564.0,35.78,25.0,0.57,115.0,2.62,2.0,0.05
2129,47,Saskatchewan,Saskatchewan,27-07-2020,1209,0,16.0,1209,80420.0,886.0,73.28,68474.0,31,2.63,102.94,1.36,0.0,1.32,1382.0,13.0,25.39,307.0,26.14,338.0,28.78,1.0,0.09,35.0,3.0,0.0,0.01
2130,46,Manitoba,Manitoba,27-07-2020,387,13,7.0,400,82893.0,319.0,79.75,60529.0,6,1.52,29.21,0.51,0.0,1.75,3699.0,0.0,18.5,74.0,5.4,75.0,5.48,0.0,0.0,7.0,0.48,0.0,0.0
2131,35,Ontario,Ontario,27-07-2020,38799,0,2764.0,38799,2001954.0,34461.0,88.82,137435.0,119,0.31,266.36,18.97,1.0,7.12,23857.0,102.0,4.06,1574.0,10.81,1960.0,13.46,42.0,0.29,151.0,1.04,2.0,0.01
2132,24,Quebec,Québec,27-07-2020,58728,0,5667.0,58728,777793.0,50886.0,86.65,91667.0,145,0.25,692.14,66.79,0.0,9.65,9447.0,74.0,3.7,2175.0,25.63,2107.0,24.83,39.0,0.46,159.0,1.87,1.0,0.02
2133,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-07-2020,266,0,3.0,266,23839.0,259.0,97.37,45709.0,0,0.0,51.0,0.58,0.0,1.13,182.0,0.0,1.5,4.0,0.77,4.0,0.77,0.0,0.0,1.0,0.11,0.0,0.0
2134,13,New Brunswick,Nouveau-Brunswick,27-07-2020,170,0,2.0,170,45157.0,165.0,97.06,58130.0,0,0.0,21.88,0.26,0.0,1.18,204.0,0.0,1.76,3.0,0.39,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
2135,12,Nova Scotia,Nouvelle-Écosse,27-07-2020,1067,0,63.0,1067,63458.0,1004.0,94.1,65327.0,0,0.0,109.84,6.49,0.0,5.9,145.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2136,11,Prince Edward Island,Île-du-Prince-Édouard,27-07-2020,36,0,0.0,36,18754.0,34.0,94.44,119493.0,0,0.0,22.94,0.0,0.0,0.0,83.0,0.0,5.56,2.0,1.27,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0
2137,60,Yukon,Yukon,27-07-2020,14,0,0.0,14,1523.0,11.0,78.57,37279.0,0,0.0,34.27,0.0,0.0,0.0,35.0,0.0,21.43,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.35,0.0,0.0
2138,61,Northwest Territories,Territoires du Nord-Ouest,27-07-2020,5,0,0.0,5,2797.0,5.0,100.0,62397.0,0,0.0,11.15,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,62,Nunavut,Nunavut,27-07-2020,0,0,0.0,0,1304.0,0.0,,33626.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,99,Repatriated travellers,Voyageurs rapatriés,27-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2141,1,Canada,Canada,27-07-2020,114584,13,8901.0,114597,3863830.0,99860.0,87.14,102791.0,686,0.6,304.87,23.68,11.0,7.77,61880.0,505.0,5.09,5836.0,15.53,6442.0,17.14,111.0,0.3,496.0,1.32,6.0,0.02
2142,59,British Columbia,Colombie-Britannique,28-07-2020,3523,0,194.0,3523,217427.0,3076.0,87.31,42874.0,23,0.66,69.47,3.83,1.0,5.51,1350.0,33.0,7.18,253.0,4.99,395.0,7.79,5.0,0.1,28.0,0.55,1.0,0.01
2143,48,Alberta,Alberta,28-07-2020,10470,0,187.0,10470,553619.0,8886.0,84.87,126648.0,80,0.77,239.52,4.28,1.0,1.79,5834.0,112.0,13.34,1397.0,31.96,1558.0,35.64,24.0,0.55,106.0,2.42,2.0,0.05
2144,47,Saskatchewan,Saskatchewan,28-07-2020,1218,0,17.0,1218,81150.0,907.0,74.47,69095.0,9,0.74,103.71,1.45,1.0,1.4,730.0,21.0,24.14,294.0,25.03,342.0,29.12,2.0,0.17,35.0,3.02,0.0,0.02
2145,46,Manitoba,Manitoba,28-07-2020,391,14,8.0,405,83790.0,319.0,78.77,61184.0,5,1.25,29.57,0.58,1.0,1.98,897.0,0.0,19.26,78.0,5.7,75.0,5.48,1.0,0.07,6.0,0.41,0.0,0.01
2146,35,Ontario,Ontario,28-07-2020,38910,0,2768.0,38910,2018721.0,34567.0,88.84,138586.0,111,0.29,267.12,19.0,4.0,7.11,16767.0,106.0,4.05,1575.0,10.81,1960.0,13.46,45.0,0.31,138.0,0.95,2.0,0.01
2147,24,Quebec,Québec,28-07-2020,58897,0,5670.0,58897,786727.0,50886.0,86.4,92720.0,169,0.29,694.13,66.82,3.0,9.63,8934.0,0.0,3.97,2341.0,27.59,2167.0,25.54,37.0,0.44,157.0,1.85,2.0,0.02
2148,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-07-2020,266,0,3.0,266,24050.0,259.0,97.37,46113.0,0,0.0,51.0,0.58,0.0,1.13,211.0,0.0,1.5,4.0,0.77,4.0,0.77,0.0,0.0,0.0,0.08,0.0,0.0
2149,13,New Brunswick,Nouveau-Brunswick,28-07-2020,170,0,2.0,170,45374.0,165.0,97.06,58409.0,0,0.0,21.88,0.26,0.0,1.18,217.0,0.0,1.76,3.0,0.39,3.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
2150,12,Nova Scotia,Nouvelle-Écosse,28-07-2020,1067,0,63.0,1067,63702.0,1004.0,94.1,65578.0,0,0.0,109.84,6.49,0.0,5.9,244.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2151,11,Prince Edward Island,Île-du-Prince-Édouard,28-07-2020,36,0,0.0,36,18895.0,36.0,100.0,120391.0,0,0.0,22.94,0.0,0.0,0.0,141.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,60,Yukon,Yukon,28-07-2020,14,0,0.0,14,1547.0,11.0,78.57,37867.0,0,0.0,34.27,0.0,0.0,0.0,24.0,0.0,21.43,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.35,0.0,0.0
2153,61,Northwest Territories,Territoires du Nord-Ouest,28-07-2020,5,0,0.0,5,2810.0,5.0,100.0,62687.0,0,0.0,11.15,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,62,Nunavut,Nunavut,28-07-2020,0,0,0.0,0,1304.0,0.0,,33626.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,99,Repatriated travellers,Voyageurs rapatriés,28-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2156,1,Canada,Canada,28-07-2020,114980,14,8912.0,114994,3899192.0,100134.0,87.08,103732.0,397,0.35,305.92,23.71,11.0,7.75,35362.0,274.0,5.17,5948.0,15.82,6508.0,17.31,114.0,0.3,471.0,1.25,7.0,0.02
2157,59,British Columbia,Colombie-Britannique,29-07-2020,3562,0,194.0,3562,219244.0,3109.0,87.28,43232.0,39,1.11,70.24,3.83,0.0,5.45,1817.0,33.0,7.27,259.0,5.11,413.0,8.14,5.0,0.1,29.0,0.56,1.0,0.01
2158,48,Alberta,Alberta,29-07-2020,10603,0,190.0,10603,559932.0,8983.0,84.72,128092.0,133,1.27,242.56,4.35,3.0,1.79,6313.0,97.0,13.49,1430.0,32.71,1609.0,36.81,27.0,0.62,106.0,2.42,2.0,0.05
2159,47,Saskatchewan,Saskatchewan,29-07-2020,1268,0,17.0,1268,82302.0,929.0,73.26,70076.0,50,4.11,107.96,1.45,0.0,1.34,1152.0,22.0,25.39,322.0,27.42,387.0,32.95,2.0,0.17,34.0,2.89,0.0,0.02
2160,46,Manitoba,Manitoba,29-07-2020,393,14,8.0,407,84415.0,325.0,79.85,61641.0,2,0.49,29.72,0.58,0.0,1.97,625.0,6.0,18.18,74.0,5.4,77.0,5.62,1.0,0.07,5.0,0.34,0.0,0.01
2161,35,Ontario,Ontario,29-07-2020,38986,0,2769.0,38986,2045136.0,34741.0,89.11,140400.0,76,0.2,267.64,19.01,1.0,7.1,26415.0,174.0,3.79,1476.0,10.13,1934.0,13.28,37.0,0.25,126.0,0.86,2.0,0.01
2162,24,Quebec,Québec,29-07-2020,59009,0,5672.0,59009,796549.0,50886.0,86.23,93878.0,112,0.19,695.45,66.85,2.0,9.61,9822.0,0.0,4.15,2451.0,28.89,2150.0,25.34,36.0,0.42,153.0,1.8,1.0,0.02
2163,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-07-2020,266,0,3.0,266,24333.0,259.0,97.37,46656.0,0,0.0,51.0,0.58,0.0,1.13,283.0,0.0,1.5,4.0,0.77,4.0,0.77,0.0,0.0,0.0,0.05,0.0,0.0
2164,13,New Brunswick,Nouveau-Brunswick,29-07-2020,170,0,2.0,170,45630.0,165.0,97.06,58739.0,0,0.0,21.88,0.26,0.0,1.18,256.0,0.0,1.76,3.0,0.39,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
2165,12,Nova Scotia,Nouvelle-Écosse,29-07-2020,1067,0,64.0,1067,63987.0,1003.0,94.0,65871.0,0,0.0,109.84,6.59,1.0,6.0,285.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.01
2166,11,Prince Edward Island,Île-du-Prince-Édouard,29-07-2020,36,0,0.0,36,19244.0,36.0,100.0,122615.0,0,0.0,22.94,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,60,Yukon,Yukon,29-07-2020,14,0,0.0,14,1547.0,11.0,78.57,37867.0,0,0.0,34.27,0.0,0.0,0.0,0.0,0.0,21.43,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.35,0.0,0.0
2168,61,Northwest Territories,Territoires du Nord-Ouest,29-07-2020,5,0,0.0,5,2826.0,5.0,100.0,63044.0,0,0.0,11.15,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,62,Nunavut,Nunavut,29-07-2020,0,0,0.0,0,1344.0,0.0,,34657.0,0,0.0,0.0,0.0,0.0,,40.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,99,Repatriated travellers,Voyageurs rapatriés,29-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2171,1,Canada,Canada,29-07-2020,115392,14,8919.0,115406,3946565.0,100465.0,87.05,104992.0,412,0.36,307.02,23.73,7.0,7.73,47373.0,331.0,5.22,6022.0,16.02,6579.0,17.5,109.0,0.29,452.0,1.2,7.0,0.02
2172,59,British Columbia,Colombie-Britannique,30-07-2020,3591,0,194.0,3591,221727.0,3155.0,87.86,43722.0,29,0.81,70.81,3.83,0.0,5.4,2483.0,46.0,6.74,242.0,4.77,421.0,8.3,5.0,0.1,28.0,0.56,1.0,0.01
2173,48,Alberta,Alberta,30-07-2020,10716,0,195.0,10716,566054.0,9113.0,85.04,129493.0,113,1.07,245.14,4.46,5.0,1.82,6122.0,130.0,13.14,1408.0,32.21,1602.0,36.65,30.0,0.69,106.0,2.42,3.0,0.06
2174,47,Saskatchewan,Saskatchewan,30-07-2020,1306,0,18.0,1306,83738.0,984.0,75.34,71299.0,38,3.0,111.2,1.53,1.0,1.38,1436.0,55.0,23.28,304.0,25.88,383.0,32.61,3.0,0.26,33.0,2.85,0.0,0.02
2175,46,Manitoba,Manitoba,30-07-2020,395,14,8.0,409,85575.0,325.0,79.46,62488.0,2,0.49,29.87,0.58,0.0,1.96,1160.0,0.0,18.58,76.0,5.55,78.0,5.7,1.0,0.07,5.0,0.35,0.0,0.01
2176,35,Ontario,Ontario,30-07-2020,39075,0,2772.0,39075,2071907.0,34906.0,89.33,142237.0,89,0.23,268.25,19.03,3.0,7.09,26771.0,165.0,3.58,1397.0,9.59,1912.0,13.13,35.0,0.24,124.0,0.85,2.0,0.02
2177,24,Quebec,Québec,30-07-2020,59131,0,5673.0,59131,807364.0,50886.0,86.06,95152.0,122,0.21,696.89,66.86,1.0,9.59,10815.0,0.0,4.35,2572.0,30.31,2130.0,25.1,27.0,0.32,150.0,1.77,2.0,0.02
2178,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-07-2020,266,0,3.0,266,24671.0,259.0,97.37,47304.0,0,0.0,51.0,0.58,0.0,1.13,338.0,0.0,1.5,4.0,0.77,4.0,0.77,0.0,0.0,0.0,0.05,0.0,0.0
2179,13,New Brunswick,Nouveau-Brunswick,30-07-2020,170,0,2.0,170,45889.0,166.0,97.65,59072.0,0,0.0,21.88,0.26,0.0,1.18,259.0,1.0,1.18,2.0,0.26,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
2180,12,Nova Scotia,Nouvelle-Écosse,30-07-2020,1067,0,64.0,1067,64339.0,1003.0,94.0,66234.0,0,0.0,109.84,6.59,0.0,6.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.01
2181,11,Prince Edward Island,Île-du-Prince-Édouard,30-07-2020,36,0,0.0,36,19472.0,36.0,100.0,124067.0,0,0.0,22.94,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,60,Yukon,Yukon,30-07-2020,14,0,0.0,14,1588.0,11.0,78.57,38870.0,0,0.0,34.27,0.0,0.0,0.0,41.0,0.0,21.43,3.0,7.34,3.0,7.34,0.0,0.0,0.0,0.35,0.0,0.0
2183,61,Northwest Territories,Territoires du Nord-Ouest,30-07-2020,5,0,0.0,5,2870.0,5.0,100.0,64025.0,0,0.0,11.15,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,62,Nunavut,Nunavut,30-07-2020,0,0,0.0,0,1355.0,0.0,,34941.0,0,0.0,0.0,0.0,0.0,,11.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,99,Repatriated travellers,Voyageurs rapatriés,30-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2186,1,Canada,Canada,30-07-2020,115785,14,8929.0,115799,3996625.0,100862.0,87.1,106324.0,393,0.34,308.06,23.75,10.0,7.71,50060.0,397.0,5.19,6008.0,15.98,6535.0,17.39,102.0,0.27,447.0,1.19,8.0,0.02
